Name,day,Maximum_Temperature,Minimum_Temperature,Temperature,Wind_Chill,Precipitation,Snow,Wind_Speed,Visibility,Cloud_Cover,Relative_Humidity,Conditions
"London, England, United Kingdom",2013-01-05,10.8,8.1,9.4,5.7,0.2,,17.7,20.4,0.2,90.97,Rain
"London, England, United Kingdom",2013-01-06,8.8,7,7.8,5.2,0.26,,13.4,6.2,0.2,95.95,Rain
"London, England, United Kingdom",2013-01-07,9.6,7.1,8.3,5.3,0.8,,17.5,12.7,0.3,90.99,Rain
"London, England, United Kingdom",2013-01-08,11.3,9.1,10.2,7.2,0,,18.7,20,0.2,86.02,Clear
"London, England, United Kingdom",2013-01-09,9.5,2.3,7.6,6.3,4.03,,12,13.1,0.2,88.78,Rain
"London, England, United Kingdom",2013-01-10,3.6,1.5,2.6,-0.8,0.3,,11.3,7.1,0.3,93.26,Rain
"London, England, United Kingdom",2013-01-11,6.4,0.8,3,-0.6,0.3,,8.3,6.4,0.2,92.13,Rain
"London, England, United Kingdom",2013-01-12,5,2,3.9,-1.1,1.8,,23.8,15.7,0.3,82.49,Rain
"London, England, United Kingdom",2013-01-13,4.1,1.5,2.8,-2,0.62,,17.2,19.2,0.2,72.41,Rain
"London, England, United Kingdom",2013-01-14,3.6,-0.2,1.5,-3.2,3.8,,19.3,13.8,0.3,86.67,Rain
"London, England, United Kingdom",2013-01-15,2.6,0.1,1.9,-3.1,0.91,,24.4,19.4,0.2,83.09,Rain
"London, England, United Kingdom",2013-01-16,0.8,-1.7,-0.6,-4.9,0,,8.9,4.2,0.2,88.93,Clear
"London, England, United Kingdom",2013-01-17,3.1,-3.2,0.3,-1.8,0,,12.2,13.7,0.3,81.18,Clear
"London, England, United Kingdom",2013-01-18,1.8,-1.7,-0.4,-7.4,0.3,,22.8,8.2,0.3,84.55,Rain
"London, England, United Kingdom",2013-01-19,1.3,-0.4,0.6,-5.2,1.28,,21.6,8.1,0.3,85.33,Rain
"London, England, United Kingdom",2013-01-20,0.3,-0.9,-0.2,-5.8,1.8,,19.4,5.5,0.2,90.46,Rain
"London, England, United Kingdom",2013-01-21,1.8,-1.7,-0.1,-4.3,3,,8,9.4,0.3,89.02,Rain
"London, England, United Kingdom",2013-01-22,3.3,-3.5,0.8,-5.3,1.01,,25.4,8.9,0.2,87.77,Rain
"London, England, United Kingdom",2013-01-23,3.1,1.8,2.5,-1.9,2.07,,17.9,8.1,0.4,81.29,Rain
"London, England, United Kingdom",2013-01-24,2.8,0.5,2,-2.8,0.7,,19,15,0.3,76.87,Rain
"London, England, United Kingdom",2013-01-25,3.3,-1.3,1.5,-4,0.5,,22.9,17.6,0.3,78.12,Rain
"London, England, United Kingdom",2013-01-26,7.8,2.2,5.3,-1.9,6.41,,27.3,16.1,0.2,86.34,Rain
"London, England, United Kingdom",2013-01-27,10.3,5,8.3,1.8,9.25,,40,24.2,0.3,76.81,Rain
"London, England, United Kingdom",2013-01-28,10.8,3.1,6.9,-0.7,0.5,,40.3,27.7,0.3,84.43,Rain
"London, England, United Kingdom",2013-01-29,13.6,9.8,12,7.4,1.68,,37.2,19.4,0.5,88.37,Rain
"London, England, United Kingdom",2013-01-30,12.8,7.6,10.4,3.9,3.25,,42.4,26.9,0.3,76.7,Rain
"London, England, United Kingdom",2013-01-31,10.1,7.3,9,3.4,1.39,,38.7,22.4,0.3,74.91,Rain
"London, England, United Kingdom",2013-02-01,8.3,4.6,6.4,3.1,6.1,,23.3,26.7,0.3,84.45,Rain
"London, England, United Kingdom",2013-02-02,5.8,2.1,4.6,-1.4,0.2,,25.2,40.4,0.2,69.3,Rain
"London, England, United Kingdom",2013-02-03,9.1,0.3,5.1,-2.4,0,,26.8,35.1,0.3,82.79,Clear
"London, England, United Kingdom",2013-02-04,10.8,6.3,9.2,2.2,0,,31.7,26.5,0.4,70.56,Clear
"London, England, United Kingdom",2013-02-05,6.8,2.3,4.7,-2.5,2.35,,36.9,40,0.3,72.72,Rain
"London, England, United Kingdom",2013-02-06,6.3,3.3,5,-0.8,1.9,,29.2,41,3.6,72.74,Rain
"London, England, United Kingdom",2013-02-07,6,1.5,3.5,-2.2,0.3,,20.6,35.7,0.2,68.6,Rain
"London, England, United Kingdom",2013-02-08,6,1.3,3.7,-0.5,5.19,,18.9,18.1,0.2,75.94,Rain
"London, England, United Kingdom",2013-02-09,4.1,2,3.2,-0.8,1.7,,18.5,19,0.3,83.77,Rain
"London, England, United Kingdom",2013-02-10,5.1,1.1,3.5,-3.7,7.64,,23.4,7.4,0.4,92.68,Rain
"London, England, United Kingdom",2013-02-11,2.1,0.8,1.6,-3.3,16.98,,14.7,4.1,0.3,91.76,Rain
"London, England, United Kingdom",2013-02-12,2.5,1.6,2,-1.8,1.2,,13.1,7.1,0.3,73.63,Rain
"London, England, United Kingdom",2013-02-13,3.3,1.3,2,-3.1,0.7,,19.7,7.1,0.3,70.34,Rain
"London, England, United Kingdom",2013-02-14,11,4.3,8,-0.1,2.21,,26,27.7,0.3,79.93,Rain
"London, England, United Kingdom",2013-02-15,10.6,2.3,6.6,0.5,0.2,,14.7,27.2,0.1,74.85,Rain
"London, England, United Kingdom",2013-02-16,10.3,4.5,7.1,5.4,0.2,,9.2,26.3,0.2,68.43,Rain
"London, England, United Kingdom",2013-02-17,10.8,3.1,5.2,0.8,0,,18,13.3,0.1,82.39,Clear
"London, England, United Kingdom",2013-02-18,7.9,1.8,4.6,0.1,0.2,,17.3,11.3,0.1,81.55,Rain
"London, England, United Kingdom",2013-02-19,10.6,-1.2,4.7,0.5,0.2,,5.9,9.9,0,77.07,Rain
"London, England, United Kingdom",2013-02-20,5.6,2,3.6,-2.7,1,,24.5,15.1,0.2,76.15,Rain
"London, England, United Kingdom",2013-02-21,2.6,1.1,1.9,-3.7,0,,22.3,31.5,0.2,57.84,Clear
"London, England, United Kingdom",2013-02-22,1.8,0.6,1.3,-4.1,0.5,,22.4,35.3,0.3,60.25,Rain
"London, England, United Kingdom",2013-02-23,2.1,0.5,1.4,-4,0,,18,17.6,0.3,66.17,Clear
"London, England, United Kingdom",2013-02-24,2.6,1.1,1.9,-3,0,,20.2,24.8,0.3,68.87,Clear
"London, England, United Kingdom",2013-02-25,4.8,2,3.6,-2.1,0,,24.1,12.9,0.3,79.98,Clear
"London, England, United Kingdom",2013-02-26,5.3,3.1,4.3,-1.2,1.3,,22.8,4.2,0.3,89.05,Rain
"London, England, United Kingdom",2013-02-27,6.8,2.5,4.1,-2,0.3,,19.9,12.4,0.2,79.93,Rain
"London, England, United Kingdom",2013-02-28,8,2.8,4.6,-1.2,0,,20,20,0.3,77.1,Clear
"London, England, United Kingdom",2013-03-01,7,3,5.1,-1.3,0.76,,20.7,20.1,0.3,76.08,Rain
"London, England, United Kingdom",2013-03-02,5,1.6,3.6,0.1,0.2,,15.1,28.7,0.2,69.57,Rain
"London, England, United Kingdom",2013-03-03,8.3,-0.5,4.1,0.9,0,,21.1,18.4,0.2,78.25,Clear
"London, England, United Kingdom",2013-03-04,9.4,2.6,5.1,-0.5,0,,19.3,8,0.1,75.55,Clear
"London, England, United Kingdom",2013-03-05,16.5,2.3,8.8,0.8,0,,12.3,13.9,0.1,72.27,Clear
"London, England, United Kingdom",2013-03-06,13.6,8.3,10.4,7.2,0.2,,12.4,10.9,0.3,69.63,Rain
"London, England, United Kingdom",2013-03-07,9.8,7.6,8.9,6.5,5.41,,12.9,3.2,0.3,91.98,Rain
"London, England, United Kingdom",2013-03-08,10.1,8.4,9.3,6.9,9.39,,10.3,2.8,0.3,95.6,Rain
"London, England, United Kingdom",2013-03-09,8.5,4.1,6.5,1.3,6.09,,12,6.8,0.3,87.39,Rain
"London, England, United Kingdom",2013-03-10,3.8,1.5,2.9,-4,0.2,,26.6,25.6,0.4,79,Rain
"London, England, United Kingdom",2013-03-11,1.3,-1.2,0.1,-8.1,1,,35.4,27.4,0.5,69.46,Rain
"London, England, United Kingdom",2013-03-12,4.5,-1.4,1.4,-8.4,0.5,,35.8,31.6,0.4,60.19,Rain
"London, England, United Kingdom",2013-03-13,7.1,1.6,3.4,-1.8,0.8,,19.1,31.5,0.1,71.24,Rain
"London, England, United Kingdom",2013-03-14,7,-0.2,3.5,-2.6,0.7,,13.3,25.2,0.1,64.02,Rain
"London, England, United Kingdom",2013-03-15,8.8,3.6,6.3,0.5,2.54,,29.9,23.4,0.4,78.24,Rain
"London, England, United Kingdom",2013-03-16,8,6,7,1.8,11.66,,34.8,20.4,0.5,83.57,Rain
"London, England, United Kingdom",2013-03-17,7.6,2.5,5.4,-0.1,13.04,,20.7,23.8,0.3,85.86,Rain
"London, England, United Kingdom",2013-03-18,8,-0.2,4,2.8,10.55,,8.2,11.1,0.3,89.96,Rain
"London, England, United Kingdom",2013-03-19,8.3,3.3,5.1,0.7,4.2,,13.1,12.4,0.2,80.97,Rain
"London, England, United Kingdom",2013-03-20,6.3,2.8,4.3,-0.3,1.06,,13.1,6.5,0.3,82.94,Rain
"London, England, United Kingdom",2013-03-21,6.8,1.3,4.3,-0.9,0.2,,26.7,14.6,0.3,73.33,Rain
"London, England, United Kingdom",2013-03-22,5,2.8,4,-1.9,5.48,,30.8,6.1,0.5,77.86,Rain
"London, England, United Kingdom",2013-03-23,3.3,1.1,1.8,-3.9,9.8,,24.5,4.3,0.3,91.41,Rain
"London, England, United Kingdom",2013-03-24,1.8,0.1,0.9,-5.4,3.1,,22.9,14.7,0.3,77.31,Rain
"London, England, United Kingdom",2013-03-25,2,1,1.5,-4.4,0.2,,26.8,20.8,0.4,63.4,Rain
"London, England, United Kingdom",2013-03-26,2.1,1.1,1.6,-3.8,0,,22.6,19.6,0.4,62.52,Clear
"London, England, United Kingdom",2013-03-27,4.1,0.1,2.1,-3.9,0,,21.5,18.6,0.3,62.45,Clear
"London, England, United Kingdom",2013-03-28,4.6,-0.4,2.4,-3.8,0,,20.5,18.3,0.2,64.38,Clear
"London, England, United Kingdom",2013-03-29,6,0,2.7,-2.8,0,,20.7,30.7,0.2,61.16,Clear
"London, England, United Kingdom",2013-03-30,5.5,1.3,3.2,-2.3,0,,20.1,24.6,0.3,66.14,Clear
"London, England, United Kingdom",2013-03-31,5.3,-0.9,2.4,-2.5,0.3,,17.4,28.6,0.1,66.49,Rain
"London, England, United Kingdom",2013-04-01,6.5,1.1,3.2,-3.2,0.2,,29.8,23.2,0.2,62.56,Rain
"London, England, United Kingdom",2013-04-02,8.6,0.3,4.2,-4.2,0,,31.3,35.1,0,55.51,Clear
"London, England, United Kingdom",2013-04-03,4.6,0.8,3.1,-3,0,,31.7,26.6,0.3,62.87,Clear
"London, England, United Kingdom",2013-04-04,3.5,1.1,2.5,-3.3,0.5,,26,18.6,0.3,72.6,Rain
"London, England, United Kingdom",2013-04-05,8,2.1,4.7,-2.8,0,,28.5,28.3,0.4,60.09,Clear
"London, England, United Kingdom",2013-04-06,10.5,1.1,5.4,-2.4,0.3,,19.7,28.2,0.1,60.85,Rain
"London, England, United Kingdom",2013-04-07,11.1,-0.7,5.3,-0.2,0,,16.9,22.3,0.2,61.67,Clear
"London, England, United Kingdom",2013-04-08,10.8,4.1,6.6,0.4,0,,22.8,14.7,0.3,63.72,Clear
"London, England, United Kingdom",2013-04-09,9.5,4.1,6.6,1.2,1.3,,20.5,8.7,0.3,81.76,Rain
"London, England, United Kingdom",2013-04-10,11.1,3.3,7.2,0.6,1,,19.8,4.7,0.2,77.3,Rain
"London, England, United Kingdom",2013-04-11,12.1,6.3,8.1,3.6,10.39,,19.2,12.1,0.3,89.35,Rain
"London, England, United Kingdom",2013-04-12,12.3,7.3,9.2,4.7,9.82,,22.6,21.3,0.3,86.87,Rain
"London, England, United Kingdom",2013-04-13,11.8,4.8,9.5,3.2,1.23,,24.6,17.9,0.3,86.63,Rain
"London, England, United Kingdom",2013-04-14,20.5,11.8,15.3,,2.01,,34.3,30.8,0.3,69.04,Rain
"London, England, United Kingdom",2013-04-15,16.3,10.6,13,,3,,26.6,21.8,0.3,71.81,Rain
"London, England, United Kingdom",2013-04-16,17.3,10,12.9,,0.4,,31.5,21.7,0.3,68.77,Rain
"London, England, United Kingdom",2013-04-17,18.1,9.8,13.7,8.3,1,,34.6,20.4,0.3,76.08,Rain
"London, England, United Kingdom",2013-04-18,14.8,8.3,10.9,5,3,,38,27.7,0.3,62.95,Rain
"London, England, United Kingdom",2013-04-19,12.5,6.1,9.6,4.2,0,,20.7,32.3,0.2,68.59,Clear
"London, England, United Kingdom",2013-04-20,13.8,4,8.3,3.6,0.3,,16.3,30.5,0,64.14,Rain
"London, England, United Kingdom",2013-04-21,14.8,2.1,8.7,5.5,0,,23.6,27.8,0.1,63.79,Clear
"London, England, United Kingdom",2013-04-22,14.8,7.1,10.7,5.3,0.2,,25.2,22.9,0.3,73.74,Rain
"London, England, United Kingdom",2013-04-23,20.6,10.1,15,,0,,17.9,24,0.1,67.62,Clear
"London, England, United Kingdom",2013-04-24,19.8,9.8,15,8.5,0,,21.2,22,0.2,74.07,Clear
"London, England, United Kingdom",2013-04-25,22.5,11.3,16.3,,0.7,,28.6,16.6,0.2,70.94,Rain
"London, England, United Kingdom",2013-04-26,13.8,7,10.3,4.9,4.3,,23.3,30.4,0.2,60.67,Rain
"London, England, United Kingdom",2013-04-27,11.1,4.6,7.5,2.7,0.72,,25.9,34.5,0.2,68.63,Rain
"London, England, United Kingdom",2013-04-28,11.8,2,8,3,1.5,,24.7,32.6,0.2,62.53,Rain
"London, England, United Kingdom",2013-04-29,14,7.8,10.7,5.3,0.28,,24.3,34.5,0.2,57.71,Rain
"London, England, United Kingdom",2013-04-30,14.5,6.6,10.1,4.2,0,,20.6,33.9,0.1,60.37,Clear
"London, England, United Kingdom",2013-05-01,17.1,4.8,10.3,,0,,0.1,27.2,0.2,60.25,Clear
"London, England, United Kingdom",2013-05-02,17.6,6,11.8,,0,,0.1,41.9,0,41.38,Clear
"London, England, United Kingdom",2013-05-03,20.6,5.1,12.9,,0,,0.2,32.6,0.1,55.7,Clear
"London, England, United Kingdom",2013-05-04,17.1,8.3,12.6,,0.4,,0.2,39.4,0.4,62.97,Rain
"London, England, United Kingdom",2013-05-05,18.1,7.1,13.7,,0,,0.1,33.3,0.5,67.51,Clear
"London, England, United Kingdom",2013-05-06,21.6,10.6,16.2,,0,,0.1,30.4,0.3,60.74,Clear
"London, England, United Kingdom",2013-05-07,20.6,9.3,15.5,,0,,0.1,30.6,0.1,58.91,Clear
"London, England, United Kingdom",2013-05-08,17,10.6,13.9,,1.21,,0.1,25.5,0.5,75.85,Rain
"London, England, United Kingdom",2013-05-09,14.8,7.6,11.1,,1,,0.2,25.3,0.3,71.43,Rain
"London, England, United Kingdom",2013-05-10,17.5,9.6,12.9,,1.6,,0.2,28.6,0.5,70.72,Rain
"London, England, United Kingdom",2013-05-11,13.6,6.8,10.1,,10.84,,0.2,34.3,0.5,76.74,Rain
"London, England, United Kingdom",2013-05-12,15.6,6.3,10.5,,3.8,,0.1,29.3,0.4,75.73,Rain
"London, England, United Kingdom",2013-05-13,14.6,7.2,11.9,,0.9,,0.2,31.5,0.5,66.38,Rain
"London, England, United Kingdom",2013-05-14,11.8,7.5,9.4,,3.81,,0.2,18.4,0.6,79.93,Rain
"London, England, United Kingdom",2013-05-15,14.5,6.6,9.4,,7.61,,0.2,35,0.5,70.35,Rain
"London, England, United Kingdom",2013-05-16,16.1,4.3,10.3,,0.4,,0.1,23.8,0.2,72.65,Rain
"London, England, United Kingdom",2013-05-17,11.8,7.8,10.4,,5.4,,0.1,25.8,0.5,73.87,Rain
"London, England, United Kingdom",2013-05-18,15.1,9.6,12.3,,0.2,,0.1,29.1,0.6,64.47,Rain
"London, England, United Kingdom",2013-05-19,18.5,9.6,13.9,,0,,0.1,18.5,0.4,68.66,Clear
"London, England, United Kingdom",2013-05-20,17.3,12.3,14.8,,0.2,,0.1,9.2,0.6,81.73,Rain
"London, England, United Kingdom",2013-05-21,16.6,11.8,13.5,,0.6,,0.1,16.5,0.6,76.33,Rain
"London, England, United Kingdom",2013-05-22,14.6,9.3,11.6,,0.4,,0.1,27.8,0.5,67.84,Rain
"London, England, United Kingdom",2013-05-23,11.1,6.6,8.6,,0.9,,0.2,40.3,0.4,62.69,Rain
"London, England, United Kingdom",2013-05-24,8.1,5.8,7.2,,9.58,,0.2,27.1,0.6,84.16,Rain
"London, England, United Kingdom",2013-05-25,15.5,5.8,10.6,,4,,0.1,31.9,0.3,65.31,Rain
"London, England, United Kingdom",2013-05-26,19.3,6,13.4,,0,,0.1,36.6,0.2,53.16,Clear
"London, England, United Kingdom",2013-05-27,18,6.8,13.1,,0,,0.2,33.2,0.2,56.79,Clear
"London, England, United Kingdom",2013-05-28,12.8,9.8,11.3,,14.41,,0.1,17.3,0.6,86.34,Rain
"London, England, United Kingdom",2013-05-29,13.1,8.8,11.3,,0.8,,0.1,16.4,0.6,86.02,Rain
"London, England, United Kingdom",2013-05-30,15.3,11.2,12.9,,7.89,,9.4,13.2,3.9,84.83,Rain
"London, England, United Kingdom",2013-05-31,22.6,11.5,16.5,,0.2,,0.1,20.6,0.5,69.83,Rain
"London, England, United Kingdom",2013-06-01,18.5,11.3,14.6,,0,,0.1,39.5,0.4,62.5,Clear
"London, England, United Kingdom",2013-06-02,20.1,10.6,14.9,,0,,0.1,38.4,0.2,56.92,Clear
"London, England, United Kingdom",2013-06-03,20.1,8,14,,0,,0.1,36.3,0.1,63.38,Clear
"London, England, United Kingdom",2013-06-04,21,8.1,14.9,,0,,0.2,42.2,0.1,57.05,Clear
"London, England, United Kingdom",2013-06-05,20.6,9.1,14.1,,0,,0.1,32.6,0.3,69.22,Clear
"London, England, United Kingdom",2013-06-06,21.7,9,15.3,,0,,16.6,30.6,0.2,65.14,Clear
"London, England, United Kingdom",2013-06-07,20.1,10.2,15.3,,1.03,,0.1,31.9,0.3,64.28,Rain
"London, England, United Kingdom",2013-06-08,17.5,9.6,13.3,,0,,22.6,34.7,3.3,67.55,Clear
"London, England, United Kingdom",2013-06-09,14.3,10.8,12.4,,0,,0.1,41.8,0.7,69.76,Clear
"London, England, United Kingdom",2013-06-10,14.8,10.8,12.5,,0,,0.1,34.8,0.6,66.15,Clear
"London, England, United Kingdom",2013-06-11,17.1,9.9,14.3,8,1.4,,13,20.1,4.3,80.78,Rain
"London, England, United Kingdom",2013-06-12,17.3,14.6,15.9,,1.05,,0.2,22.9,0.6,84.75,Rain
"London, England, United Kingdom",2013-06-13,18.3,12.6,14.8,,1.2,,0.2,28.3,0.5,73.71,Rain
"London, England, United Kingdom",2013-06-14,19.3,9.6,14.6,,1.8,,0.2,31.3,0.4,67.86,Rain
"London, England, United Kingdom",2013-06-15,16.6,11.1,14,,10.38,,0.2,28.9,0.4,74.73,Rain
"London, England, United Kingdom",2013-06-16,17.8,11.5,14.5,,0.4,,0.1,29.8,0.5,69.26,Rain
"London, England, United Kingdom",2013-06-17,20.8,13.3,16.8,,0.2,,0.1,30.8,0.5,64.3,Rain
"London, England, United Kingdom",2013-06-18,20.8,13.8,17.4,,0,,13.8,15.7,3.9,77.9,Clear
"London, England, United Kingdom",2013-06-19,26.1,16.1,20.5,,0.8,,0.1,14.4,0.4,74.48,Rain
"London, England, United Kingdom",2013-06-20,21.1,16.3,18.4,,0.2,,0.1,9.4,0.5,78.86,Rain
"London, England, United Kingdom",2013-06-21,20.8,14.5,17.2,,0.2,,0.1,19.3,0.5,80.05,Rain
"London, England, United Kingdom",2013-06-22,18.3,12,14.7,,3,,0.2,23.6,0.6,79.49,Rain
"London, England, United Kingdom",2013-06-23,16.6,12.5,14.9,,0.8,,0.2,37.3,0.5,75.63,Rain
"London, England, United Kingdom",2013-06-24,16.1,10.8,13.7,,1.2,,0.1,41.7,0.6,65.53,Rain
"London, England, United Kingdom",2013-06-25,19,12,15.8,,0,,0.1,37,0.4,55.07,Clear
"London, England, United Kingdom",2013-06-26,20.8,10.5,16.6,,0,,0.1,31.8,0.4,62.61,Clear
"London, England, United Kingdom",2013-06-27,19.3,12.6,15.5,,0.4,,0.1,26.3,0.4,68.9,Rain
"London, England, United Kingdom",2013-06-28,20.3,12.8,16.4,,2,,0.2,21.6,0.6,86.28,Rain
"London, England, United Kingdom",2013-06-29,21.5,13.8,17.6,,0,,0.1,37.5,0.5,58.9,Clear
"London, England, United Kingdom",2013-06-30,25.8,15.3,20.1,,0,,0.2,28.8,0.2,66.25,Clear
"London, England, United Kingdom",2013-07-01,20.3,14.1,16.9,,0,,0.1,32.7,0.3,62.08,Clear
"London, England, United Kingdom",2013-07-02,18.3,12.3,15.3,,0.2,,0.2,23.2,0.6,71.28,Rain
"London, England, United Kingdom",2013-07-03,20,14.6,17.2,,2.41,,0.1,35.7,0.6,77.65,Rain
"London, England, United Kingdom",2013-07-04,23.3,13,18.3,,0,,0.2,27.9,0.4,74.11,Clear
"London, England, United Kingdom",2013-07-05,25,13,19.5,,0.2,,0.1,23.7,0.1,63.21,Rain
"London, England, United Kingdom",2013-07-06,27,14.6,20.8,,0,,0.1,24.5,0,61.15,Clear
"London, England, United Kingdom",2013-07-07,27.8,15.6,21.9,,0,,0.1,19.5,0,64.5,Clear
"London, England, United Kingdom",2013-07-08,25.6,15.6,20.6,,0,,0.1,25.2,0,63.31,Clear
"London, England, United Kingdom",2013-07-09,26.3,12.3,18.9,,0,,0.1,35,0,56.03,Clear
"London, England, United Kingdom",2013-07-10,23.8,13.2,18.6,,0,,0.2,29,0.1,62.55,Clear
"London, England, United Kingdom",2013-07-11,22.5,12.3,16.1,,0,,0.1,35.8,0.3,62.9,Clear
"London, England, United Kingdom",2013-07-12,24.3,12.3,17.9,,7,,0.1,26.1,0.3,68.46,Rain
"London, England, United Kingdom",2013-07-13,29.8,15.3,23.1,,0,,0.1,20.2,0.1,65.52,Clear
"London, England, United Kingdom",2013-07-14,28.3,17.6,23.5,,0,,0.1,23.4,0.2,58.66,Clear
"London, England, United Kingdom",2013-07-15,29.8,18.6,24.5,,0,,0.1,33.4,0.2,41.09,Clear
"London, England, United Kingdom",2013-07-16,29.5,18,24.2,,0,,0.1,26.6,0.3,55.1,Clear
"London, England, United Kingdom",2013-07-17,31.1,17.6,24.5,,0,,0.1,25.6,0.1,51.79,Clear
"London, England, United Kingdom",2013-07-18,28.3,18.3,22.6,,0,,0.1,25.1,0,57.42,Clear
"London, England, United Kingdom",2013-07-19,27.8,16.3,22.1,,0,,0.2,30.1,0,55.89,Clear
"London, England, United Kingdom",2013-07-20,23.3,16.8,19.7,,0,,0.1,28.1,0.5,71.61,Clear
"London, England, United Kingdom",2013-07-21,26.5,17.1,20.7,,0,,0.1,16.3,0.4,70.01,Clear
"London, England, United Kingdom",2013-07-22,32.8,18,24.9,,0.6,,0.1,19.6,0.2,61.18,Rain
"London, England, United Kingdom",2013-07-23,27.3,19.1,22.8,,4.15,,0.1,21.1,0.4,75.16,Rain
"London, England, United Kingdom",2013-07-24,26.3,15.8,21,,0,,0.1,24.9,0.2,67.01,Clear
"London, England, United Kingdom",2013-07-25,25.3,16.8,20.7,,7.2,,0.2,26.4,0.4,72.78,Rain
"London, England, United Kingdom",2013-07-26,26.5,15.3,21.1,,0.2,,0.1,30,0.3,60.23,Rain
"London, England, United Kingdom",2013-07-27,27.5,15,20.7,,0.94,,0.1,25.1,0.3,67.62,Rain
"London, England, United Kingdom",2013-07-28,23.5,15.3,19.5,,7.82,,0.2,28.8,0.4,72.09,Rain
"London, England, United Kingdom",2013-07-29,22.6,16.3,19.2,,4.99,,0.2,25,0.3,74.09,Rain
"London, England, United Kingdom",2013-07-30,21.3,15.8,17.8,,5.78,,0.1,19.7,0.4,85.18,Rain
"London, England, United Kingdom",2013-07-31,24.1,16.8,19.8,,0.8,,0.2,28,0.6,78.48,Rain
