Name,day,Maximum_Temperature,Minimum_Temperature,Temperature,Wind_Chill,Precipitation,Snow,Wind_Speed,Visibility,Cloud_Cover,Relative_Humidity,Conditions
"London, England, United Kingdom",2013-08-01,32.6,17,25.4,,0,,0.2,29.3,0.1,62.57,Clear
"London, England, United Kingdom",2013-08-02,25,17.6,20.8,,1.78,,0.2,27.1,0.3,71.01,Rain
"London, England, United Kingdom",2013-08-03,23.8,15.5,19,,2.42,,0.2,28.7,0.2,70.32,Rain
"London, England, United Kingdom",2013-08-04,23.3,14.8,19.1,,0.2,,0.2,29.4,0.3,69.02,Rain
"London, England, United Kingdom",2013-08-05,23.1,16,18.9,,9.67,,0.2,27.7,0.4,77.35,Rain
"London, England, United Kingdom",2013-08-06,22.5,12,17.6,,0.83,,0.1,30.7,0.2,67.45,Rain
"London, England, United Kingdom",2013-08-07,21.5,15.5,18.5,,0,,0.1,29.6,0.3,62.17,Clear
"London, England, United Kingdom",2013-08-08,24.5,12,18.6,,0,,0.1,27.5,0.2,62.32,Clear
"London, England, United Kingdom",2013-08-09,24.3,15.6,19.5,,1.99,,0.1,34.8,0.5,66.83,Rain
"London, England, United Kingdom",2013-08-10,22.1,14.6,18.1,,0,,0.1,40.6,0.5,56.57,Clear
"London, England, United Kingdom",2013-08-11,23.3,15.8,18.9,,0,,0.2,41.5,0.4,61.34,Clear
"London, England, United Kingdom",2013-08-12,20.6,13.8,17.3,,0,,0.2,42,0.4,60.27,Clear
"London, England, United Kingdom",2013-08-13,20,11.6,15.5,,0.53,,0.1,37.6,0.3,70.84,Rain
"London, England, United Kingdom",2013-08-14,22.3,11,17,,0.4,,0.1,25.3,0.3,78.36,Rain
"London, England, United Kingdom",2013-08-15,24.1,17,19.9,,2.41,,0.2,27.8,0.4,78.07,Rain
"London, England, United Kingdom",2013-08-16,22.1,17.1,18.9,,1,,0.1,23.1,0.4,82.96,Rain
"London, England, United Kingdom",2013-08-17,20.6,14.3,17.3,,0.8,,0.2,22.4,0.5,81,Rain
"London, England, United Kingdom",2013-08-18,22.6,16.1,19.1,,0.98,,0.2,36.8,0.4,72.12,Rain
"London, England, United Kingdom",2013-08-19,22.3,13,18.1,,0.8,,0.1,41.4,0.2,58.71,Rain
"London, England, United Kingdom",2013-08-20,24,12.1,18.6,,0,,0.1,36,0.3,59.95,Clear
"London, England, United Kingdom",2013-08-21,26,13.1,19.7,,0,,0.1,29.2,0.2,63.49,Clear
"London, England, United Kingdom",2013-08-22,21.2,16.6,18.4,,5.99,,0.1,20.7,0.4,91.39,Rain
"London, England, United Kingdom",2013-08-23,26.5,16.6,21,,0.2,,0.1,15.2,0.3,74.24,Rain
"London, England, United Kingdom",2013-08-24,19.6,14.6,17.8,,13.85,,0.1,8.1,0.6,89.84,Rain
"London, England, United Kingdom",2013-08-25,23.1,13.1,17.8,,11.14,,10,16.7,0.3,82.42,Rain
"London, England, United Kingdom",2013-08-26,24.6,16,19.8,,0.2,,0.1,23.6,0.2,67.56,Rain
"London, England, United Kingdom",2013-08-27,23.1,13.1,17.8,,0,,0.1,24.1,0.2,64.67,Clear
"London, England, United Kingdom",2013-08-28,23.8,12.8,18.3,,0,,0.1,22,0.2,60.97,Clear
"London, England, United Kingdom",2013-08-29,23.5,14.6,19,,0,,0.1,26.5,0.3,47.56,Clear
"London, England, United Kingdom",2013-08-30,24.6,15.3,19.6,,0,,0.2,38.8,0.3,56.59,Clear
"London, England, United Kingdom",2013-08-31,20.1,14.5,17.2,,0,,0.1,33.1,0.2,54.47,Clear
"London, England, United Kingdom",2013-09-01,21.3,10.8,16,,0,,0.1,35.1,0.2,57.56,Clear
"London, England, United Kingdom",2013-09-02,25.3,12.3,18.8,,0,,0.1,36.8,0.1,64.8,Clear
"London, England, United Kingdom",2013-09-03,24.6,14.5,19.5,,0,,0.1,30.9,0.2,70.57,Clear
"London, England, United Kingdom",2013-09-04,27.6,14.6,20.3,,0,,0.1,22.4,0,67.31,Clear
"London, England, United Kingdom",2013-09-05,28.8,16,21.9,,0.2,,0.1,16.9,0.1,62.18,Rain
"London, England, United Kingdom",2013-09-06,18.1,13.6,15.9,,1.01,,0.1,25.2,0.4,73.8,Rain
"London, England, United Kingdom",2013-09-07,17.8,11.3,14.4,,5.12,,0.2,45.8,0.3,68.58,Rain
"London, England, United Kingdom",2013-09-08,17.1,9.6,12.7,,2.88,,0.1,37.3,0.2,74.2,Rain
"London, England, United Kingdom",2013-09-09,13.6,9,11.6,,5.61,,0.1,22.5,0.5,87.6,Rain
"London, England, United Kingdom",2013-09-10,17.1,9.6,13.2,,1.65,,0.1,29,0.4,72.16,Rain
"London, England, United Kingdom",2013-09-11,16.6,12.8,14.3,,1.18,,0.1,33.2,0.5,72.42,Rain
"London, England, United Kingdom",2013-09-12,18.1,12.8,15,,1.98,,0.1,24.2,0.6,84.81,Rain
"London, England, United Kingdom",2013-09-13,17.8,14.1,16.3,,4.81,,0.1,7.8,0.6,94.34,Rain
"London, England, United Kingdom",2013-09-14,14.1,9.5,11.8,,25.35,,0.1,19.3,0.5,83.28,Rain
"London, England, United Kingdom",2013-09-15,15.5,6.8,11.9,,2.25,,0.2,23.3,0.3,82.31,Rain
"London, England, United Kingdom",2013-09-16,14.3,8.3,11.4,,1.47,,0.2,36,0.1,62.06,Rain
"London, England, United Kingdom",2013-09-17,13.9,8.3,11.4,,5.18,,0.1,24.7,0.4,82.32,Rain
"London, England, United Kingdom",2013-09-18,15.8,10.6,13.1,,5.66,,0.1,35,0.4,71.92,Rain
"London, England, United Kingdom",2013-09-19,15.7,8.1,12.1,,1.56,,0.2,31.4,0.3,83.33,Rain
"London, England, United Kingdom",2013-09-20,18.6,9.4,13.8,,0.2,,0.1,32.9,0.4,73.03,Rain
"London, England, United Kingdom",2013-09-21,18.1,10.6,15,,0,,0.1,15.4,0.5,82.38,Clear
"London, England, United Kingdom",2013-09-22,18.7,13.6,16.8,,0.4,,0.1,25.2,0.5,88.25,Rain
"London, England, United Kingdom",2013-09-23,20,13.1,16.1,,0.4,,0.1,14.9,0.4,83.72,Rain
"London, England, United Kingdom",2013-09-24,21.8,12,16,,0.4,,0.1,6,0.2,80.14,Rain
"London, England, United Kingdom",2013-09-25,21.1,14.1,17.3,,0.4,,0.1,4.8,0.4,79.14,Rain
"London, England, United Kingdom",2013-09-26,19.5,13.8,15.9,,1.05,,0.1,25.6,0.4,72.06,Rain
"London, England, United Kingdom",2013-09-27,17.3,11.3,14.1,,0.2,,0.1,27.2,0.2,72.53,Rain
"London, England, United Kingdom",2013-09-28,18.6,13,15.5,,0.2,,0.1,16.3,0.4,73.09,Rain
"London, England, United Kingdom",2013-09-29,17.8,13.6,15.4,,0.31,,0.2,21.5,0.5,72.49,Rain
"London, England, United Kingdom",2013-09-30,19.3,13.1,15.7,,0,,0.1,21.4,0.3,72.3,Clear
"London, England, United Kingdom",2013-10-01,17.6,12.3,15,,0.2,,0.1,13.3,0.5,74.29,Rain
"London, England, United Kingdom",2013-10-02,19.4,13.6,15.9,,0.4,,0.1,12.4,0.5,84.5,Rain
"London, England, United Kingdom",2013-10-03,18.6,14.1,16.4,,1.38,,0.1,10.2,0.4,89.17,Rain
"London, England, United Kingdom",2013-10-04,21.3,15.5,17.9,,3.44,,0.2,28.3,0.4,81.43,Rain
"London, England, United Kingdom",2013-10-05,18.1,13.8,15.8,,0,,0.1,28.1,0.5,79.97,Clear
"London, England, United Kingdom",2013-10-06,19.8,9.6,14.2,,0.4,,0.1,25.1,0.2,74.13,Rain
"London, England, United Kingdom",2013-10-07,18.8,10.3,14.8,,0.4,,0.1,19.5,0.4,81.19,Rain
"London, England, United Kingdom",2013-10-08,20.1,13.4,16.7,,0,,0.1,28.4,0.5,81.34,Clear
"London, England, United Kingdom",2013-10-09,16.6,8.8,13.8,,0.2,,0.2,36.5,0.4,71.15,Rain
"London, England, United Kingdom",2013-10-10,12.1,7.8,9.7,,0.3,,0.2,41.5,0.4,61.33,Rain
"London, England, United Kingdom",2013-10-11,13.5,8.8,11.5,,9.35,,0.2,19.6,0.5,81.12,Rain
"London, England, United Kingdom",2013-10-12,14.8,8.6,11.6,,8.1,,0.2,24.3,0.4,78.16,Rain
"London, England, United Kingdom",2013-10-13,11.8,9.1,10.4,,14.14,,0.2,13.6,0.5,88.97,Rain
"London, England, United Kingdom",2013-10-14,11.5,8.8,9.9,,4.03,,0.1,15.3,0.5,85.64,Rain
"London, England, United Kingdom",2013-10-15,13,8.6,10.7,,1.2,,0.1,13.1,0.4,80.77,Rain
"London, England, United Kingdom",2013-10-16,15.1,7.1,10.9,,6.12,,0.2,14.4,0.3,85.09,Rain
"London, England, United Kingdom",2013-10-17,17.8,11.8,14,,0.48,,0.2,26.5,0.2,81.27,Rain
"London, England, United Kingdom",2013-10-18,17.5,10.8,13.8,,0.4,,0.1,15.3,0.5,86.67,Rain
"London, England, United Kingdom",2013-10-19,18.1,13.3,15.2,,2.19,,0.1,21.6,0.4,86.57,Rain
"London, England, United Kingdom",2013-10-20,17.5,12.3,14.2,,6.79,,0.1,24.6,0.2,85.51,Rain
"London, England, United Kingdom",2013-10-21,18,13.1,16,,2.59,,0.1,26.8,0.3,83.52,Rain
"London, England, United Kingdom",2013-10-22,18.5,13.7,16.7,,2.82,,0.2,22.9,0.4,82.74,Rain
"London, England, United Kingdom",2013-10-23,16.8,10.3,14.4,,9.41,,0.2,30.1,0.2,75.49,Rain
"London, England, United Kingdom",2013-10-24,17.1,7.1,12.1,,0.6,,0.1,26.7,0.2,79.72,Rain
"London, England, United Kingdom",2013-10-25,19.1,13.3,16,,2.21,,0.1,21.1,0.3,81.65,Rain
"London, England, United Kingdom",2013-10-26,17.1,14.5,15.5,,5.22,,0.2,26.1,0.2,80.51,Rain
"London, England, United Kingdom",2013-10-27,16.3,11.6,13.9,,10.49,,0.3,22.5,0.3,76.76,Rain
"London, England, United Kingdom",2013-10-28,16.1,8.7,12.7,,29.87,,0.4,31.7,0.3,77.29,Rain
"London, England, United Kingdom",2013-10-29,12.8,7.1,9.4,,0,,0.2,38.4,0.1,72.94,Clear
"London, England, United Kingdom",2013-10-30,13.8,4.3,9.8,,0.2,,0.2,29.5,0.2,77.66,Rain
"London, England, United Kingdom",2013-10-31,13.6,11.6,12.7,,3.5,,0.2,20.3,0.6,85.75,Rain
"London, England, United Kingdom",2013-11-01,14.1,11.6,12.7,,2.8,,0.1,25.8,0.6,85.3,Rain
"London, England, United Kingdom",2013-11-02,15.3,10.3,12,,1.9,,0.3,17.5,0.4,77.08,Rain
"London, England, United Kingdom",2013-11-03,11.8,7.6,9.3,,0.8,,0.2,32.1,0.3,70.42,Rain
"London, England, United Kingdom",2013-11-04,10.5,4.8,7.6,,22.29,,0.2,28.1,0.3,77.59,Rain
"London, England, United Kingdom",2013-11-05,12.6,4.6,8.9,,8.28,,0.2,28.1,0.6,78.42,Rain
"London, England, United Kingdom",2013-11-06,15.1,9.6,12.1,,1.66,,0.2,18,0.6,85.47,Rain
"London, England, United Kingdom",2013-11-07,15,8,10.7,,3.25,,0.2,39.3,0.5,77.59,Rain
"London, England, United Kingdom",2013-11-08,10.6,5.6,7.7,6.1,9.13,,14.4,22.5,14.3,86.2,Rain
"London, England, United Kingdom",2013-11-09,7.3,3.3,5.7,,6.4,,0.1,25.7,0.4,89.82,Rain
"London, England, United Kingdom",2013-11-10,9.3,2.5,6.2,,0.95,,0.1,27.9,0.2,78.14,Rain
"London, England, United Kingdom",2013-11-11,12.8,3,9.3,,4.64,,0.1,13.9,0.6,90.74,Rain
"London, England, United Kingdom",2013-11-12,13.3,6.3,11.1,,4.95,,0.1,16.8,0.4,83.54,Rain
"London, England, United Kingdom",2013-11-13,10,2.1,6.4,,0.6,,0.1,20.4,0.2,81.11,Rain
"London, England, United Kingdom",2013-11-14,10,5.6,8.4,,0.3,,0.2,27.5,0.2,72.07,Rain
"London, England, United Kingdom",2013-11-15,9.6,3.6,6.9,,0.4,,0.1,22.3,0.2,68.34,Rain
"London, England, United Kingdom",2013-11-16,9.1,1.6,6,,0.2,,0.1,13.3,0.3,85.67,Rain
"London, England, United Kingdom",2013-11-17,9.8,8.8,9.4,,0,,0.1,7.6,0.7,82.44,Clear
"London, England, United Kingdom",2013-11-18,9.5,7.5,8.8,,1.2,,0.1,7.4,0.6,90.1,Rain
"London, England, United Kingdom",2013-11-19,7.1,1,4.5,,0.4,,0.1,35,0.1,70.8,Rain
"London, England, United Kingdom",2013-11-20,7.1,-0.9,3.3,,5.24,,0.2,26.5,0.4,82.96,Rain
"London, England, United Kingdom",2013-11-21,8.3,3.1,5.8,,7.08,,0.2,30,0.4,75.78,Rain
"London, England, United Kingdom",2013-11-22,8.1,4.1,5.9,,0.2,,0.2,39.1,0.2,73.19,Rain
"London, England, United Kingdom",2013-11-23,7.8,3.6,6,,0.2,,0.1,24.8,0.4,79.74,Rain
"London, England, United Kingdom",2013-11-24,8.6,5.3,7.1,,0.4,,0.1,24.8,0.6,75.74,Rain
"London, England, United Kingdom",2013-11-25,7.5,5.1,6.2,,0.2,,0.1,25.9,0.6,74.35,Rain
"London, England, United Kingdom",2013-11-26,7.8,3.3,6.1,,0,,0.1,25.1,0.5,68.28,Clear
"London, England, United Kingdom",2013-11-27,10.8,6,8.5,,0.4,,0.1,8.7,0.6,86.44,Rain
"London, England, United Kingdom",2013-11-28,10.3,8.6,9.4,,0,,0.1,7.6,0.7,83.72,Clear
"London, England, United Kingdom",2013-11-29,10.6,6.8,8.8,,0.2,,0.2,24.2,0.5,75.1,Rain
"London, England, United Kingdom",2013-11-30,8.8,4.1,7.1,,0.4,,0.1,25.3,0.5,70.16,Rain
"London, England, United Kingdom",2013-12-01,9.8,2.6,6.6,,0,,0.1,20.3,0.5,80.05,Clear
"London, England, United Kingdom",2013-12-02,9.8,7.1,8.6,,0,,0.1,17,0.6,74.18,Clear
"London, England, United Kingdom",2013-12-03,7.8,3.8,6.5,2.5,0,,5.4,20.9,3.6,69.63,Clear
"London, England, United Kingdom",2013-12-04,9.3,2.5,6.3,,0.2,,0.1,21.7,0.4,74.7,Rain
"London, England, United Kingdom",2013-12-05,10.5,0.8,5.6,,1.4,,0.3,32.3,0.2,72.36,Rain
"London, England, United Kingdom",2013-12-06,8.1,2.5,6,,0,,0.1,37.6,0.3,68.34,Clear
"London, England, United Kingdom",2013-12-07,9.1,6.5,7.7,,0,,0.1,25.4,0.6,83.74,Clear
"London, England, United Kingdom",2013-12-08,11.5,5.1,8.2,,0.6,,0.2,35,0.3,81.94,Rain
"London, England, United Kingdom",2013-12-09,11.1,5.5,7.7,,0.4,,0.1,18,0.1,88,Rain
"London, England, United Kingdom",2013-12-10,9.6,2.3,6.1,,0.6,,0.1,5,0.2,89.27,Rain
"London, England, United Kingdom",2013-12-11,7.6,2.5,4.1,,0.65,,0.1,7.5,0.1,92.71,Rain
"London, England, United Kingdom",2013-12-12,9.3,1.6,5.5,,0.4,,0.1,3.1,0.4,93.25,Rain
"London, England, United Kingdom",2013-12-13,12,8.1,10.4,,3.2,,0.1,13.6,0.6,84.06,Rain
"London, England, United Kingdom",2013-12-14,11.6,3.8,8.5,,2.39,,0.2,21.3,0.3,79.92,Rain
"London, England, United Kingdom",2013-12-15,12.6,8.1,11.2,,3.95,,0.2,13,0.5,90.17,Rain
"London, England, United Kingdom",2013-12-16,13.1,8.6,11.7,,6.82,,0.2,15.4,0.6,88.1,Rain
"London, England, United Kingdom",2013-12-17,7.5,4.8,6.2,,12,,0.1,18.6,0.6,88,Rain
"London, England, United Kingdom",2013-12-18,10.6,5.1,8.7,,2.4,,0.3,18.3,0.5,86.08,Rain
"London, England, United Kingdom",2013-12-19,9.8,4.1,7.1,,13.42,,0.2,29.1,0.3,76.48,Rain
"London, England, United Kingdom",2013-12-20,10.6,2.6,6.7,,4.37,,0.3,30.1,0.2,77.89,Rain
"London, England, United Kingdom",2013-12-21,12.3,9.6,10.9,,7.22,,0.3,15.7,0.6,84.53,Rain
"London, England, United Kingdom",2013-12-22,10.3,5.1,8.4,,5.9,,0.2,34.9,0.2,71.61,Rain
"London, England, United Kingdom",2013-12-23,12.1,5.1,9.2,,9.02,,0.3,16.6,0.5,83.02,Rain
"London, England, United Kingdom",2013-12-24,12,5.6,8.7,,18.78,,0.4,21.7,0.4,80.95,Rain
"London, England, United Kingdom",2013-12-25,7.8,4,5.2,,6.83,,0.1,39,0.2,83.8,Rain
"London, England, United Kingdom",2013-12-26,7.8,2.9,4.2,,4.19,,0.2,18.3,0.4,91.5,Rain
"London, England, United Kingdom",2013-12-27,11.1,7.6,9.3,,8.01,,0.3,19.7,0.4,73.65,Rain
"London, England, United Kingdom",2013-12-28,8.1,3.6,5.8,,0.2,,0.1,32.5,0.2,75.33,Rain
"London, England, United Kingdom",2013-12-29,7.8,0.8,4,,0.2,,0.1,27.3,0.1,83.02,Rain
"London, England, United Kingdom",2013-12-30,10.5,6.6,9,,4.22,,0.3,23.5,0.4,81.4,Rain
"London, England, United Kingdom",2013-12-31,11.1,6,8.4,,4.44,,0.2,25.3,0.5,83.63,Rain
"London, England, United Kingdom",2014-01-01,11.6,6.6,9.1,5.3,11.86,,6.6,14.2,3.1,85.05,Rain
"London, England, United Kingdom",2014-01-02,11,6.6,9.1,,5.42,,0.2,26.7,0.3,81.04,Rain
"London, England, United Kingdom",2014-01-03,10.6,7.3,9,,10.43,,0.2,17.9,0.3,76.76,Rain
"London, England, United Kingdom",2014-01-04,10.1,4.5,8,,10,,0.2,22,0.4,82.45,Rain
"London, England, United Kingdom",2014-01-05,12,1.8,6.1,,0.63,,0.2,25.5,0.4,85.93,Rain
"London, England, United Kingdom",2014-01-06,12.6,9.1,11.6,,13.81,,0.2,14,0.5,77.19,Rain
"London, England, United Kingdom",2014-01-07,11.8,8.9,10.7,,7.92,,0.2,16.7,0.4,75.7,Rain
"London, England, United Kingdom",2014-01-08,12,7.2,9.6,,2.2,,0.1,20.7,0.4,83.73,Rain
"London, England, United Kingdom",2014-01-09,12.1,5.1,9,,8.2,,0.2,31.6,0.3,75.91,Rain
"London, England, United Kingdom",2014-01-10,10.6,2.8,6.8,,1.11,,0.1,26.8,0.3,83.14,Rain
"London, England, United Kingdom",2014-01-11,8.8,1.8,6.9,,1.05,,0.1,27,0.2,79.49,Rain
"London, England, United Kingdom",2014-01-12,9.1,1.1,4.8,,0.2,,0.1,14.1,0.4,88.53,Rain
"London, England, United Kingdom",2014-01-13,10,5.3,7.5,,5.27,,0.2,23.9,0.3,81.92,Rain
"London, England, United Kingdom",2014-01-14,7,2.1,5.1,,1,,0.1,29.1,0.3,79.12,Rain
"London, England, United Kingdom",2014-01-15,11.5,6.5,9.7,,6.63,,0.2,13,0.5,88.92,Rain
"London, England, United Kingdom",2014-01-16,10.8,7.1,9.2,,5.56,,0.2,19.6,0.4,81.01,Rain
"London, England, United Kingdom",2014-01-17,9,6.6,7.6,,21.79,,0.2,21.4,0.4,85.89,Rain
"London, England, United Kingdom",2014-01-18,10.3,8,8.9,,0.86,,0.2,21.8,0.5,80.68,Rain
"London, England, United Kingdom",2014-01-19,9.8,4,7.3,,1.45,,0.1,29.9,0.3,78.14,Rain
"London, England, United Kingdom",2014-01-20,9.1,1.8,5,,0.8,,0,17.4,0.2,87.24,Rain
"London, England, United Kingdom",2014-01-21,8.3,2.3,5.1,3.6,0.6,,12.4,11.6,1.4,86.57,Rain
"London, England, United Kingdom",2014-01-22,10.3,6.3,7.9,,9.22,,0.1,13.9,0.6,85.12,Rain
"London, England, United Kingdom",2014-01-23,8.8,3.5,5.9,,3.48,,0.2,22,0.3,80.39,Rain
"London, England, United Kingdom",2014-01-24,8.5,2.6,6,,0,,0.1,19,0.5,80.87,Clear
"London, England, United Kingdom",2014-01-25,12.3,6.1,8.5,,7.2,,0.3,17.5,0.4,81.76,Rain
"London, England, United Kingdom",2014-01-26,9.3,3.1,6,,4.03,,0.2,22.4,0.4,77.83,Rain
"London, England, United Kingdom",2014-01-27,8.5,2.6,5,,1.01,,0.2,27.2,0.3,78.09,Rain
"London, England, United Kingdom",2014-01-28,9.1,5.1,6.7,,1.32,,0.2,25.2,0.4,80.77,Rain
"London, England, United Kingdom",2014-01-29,5.6,4.1,4.8,,11.03,,0.1,13.7,0.6,88.65,Rain
"London, England, United Kingdom",2014-01-30,6.3,3,4.7,,4.99,,0.1,7.5,0.6,89.38,Rain
"London, England, United Kingdom",2014-01-31,9.1,1.9,5.5,,8.02,,0.2,7.8,0.5,90.16,Rain
"London, England, United Kingdom",2014-02-01,9.8,5.1,7.6,,13.07,,0.2,25.8,0.3,74.34,Rain
"London, England, United Kingdom",2014-02-02,9.5,5.8,7.6,,6.4,,0.2,22.5,0.2,70.92,Rain
"London, England, United Kingdom",2014-02-03,8.6,5.2,6.5,,0.4,,0.2,24.8,0.4,77.9,Rain
"London, England, United Kingdom",2014-02-04,9.6,4.5,7.2,,1.75,,0.2,32.2,0.4,73.26,Rain
"London, England, United Kingdom",2014-02-05,10,5.8,8.2,,17.1,,0.3,16,0.5,75.95,Rain
"London, England, United Kingdom",2014-02-06,9.8,5.8,8.1,,5.23,,0.2,15.6,0.5,80.95,Rain
"London, England, United Kingdom",2014-02-07,10,4.6,8,,7.45,,0.2,23.9,0.5,77.61,Rain
"London, England, United Kingdom",2014-02-08,9.5,6.7,8,,6.04,,0.3,18.5,0.4,76.42,Rain
"London, England, United Kingdom",2014-02-09,8.3,5.1,7.1,,1.2,,0.3,31.6,0.4,64.59,Rain
"London, England, United Kingdom",2014-02-10,9.5,4.3,5.9,,3.54,,0.1,28.4,0.4,81.74,Rain
"London, England, United Kingdom",2014-02-11,8,2.8,5.7,,2.41,,0.3,33.6,0.3,74.6,Rain
"London, England, United Kingdom",2014-02-12,9.1,3.1,6.4,,6.72,,0.3,25.4,0.4,73.55,Rain
"London, England, United Kingdom",2014-02-13,8,4.1,5.9,,0.84,,0.2,38,0.2,65.7,Rain
"London, England, United Kingdom",2014-02-14,12.3,3.8,7.2,,9.22,,0.4,21.4,0.5,80.23,Rain
"London, England, United Kingdom",2014-02-15,10.1,5.5,8.6,,4.15,,0.4,28.1,0.3,67.84,Rain
"London, England, United Kingdom",2014-02-16,10.5,2.2,6.2,,0.2,,0.1,25.1,0.1,75,Rain
"London, England, United Kingdom",2014-02-17,11.1,5.1,8.2,,0.4,,0.2,18.4,0.5,81.37,Rain
"London, England, United Kingdom",2014-02-18,10.6,6.3,8.6,,7.83,,0.1,18.5,0.5,85.2,Rain
"London, England, United Kingdom",2014-02-19,10.6,5.3,7.9,,1.53,,0.1,17.4,0.5,85.56,Rain
"London, England, United Kingdom",2014-02-20,12.6,6.8,10.2,,1.52,,0.2,20,0.5,82.96,Rain
"London, England, United Kingdom",2014-02-21,10.6,3.6,7,,0.4,,0.2,34.5,0.2,70.8,Rain
"London, England, United Kingdom",2014-02-22,12.1,4.8,8.1,,0,,0.2,30.2,0.2,69.34,Clear
"London, England, United Kingdom",2014-02-23,12.1,8.8,10.5,,0.7,,0.2,27.2,0.4,74.02,Rain
"London, England, United Kingdom",2014-02-24,14.8,8.1,10.9,,0.2,,0.2,31.2,0.4,71.91,Rain
"London, England, United Kingdom",2014-02-25,11.6,7,9.2,,6.26,,0.2,22.8,0.4,76.14,Rain
"London, England, United Kingdom",2014-02-26,11.8,4.3,7.8,,1,,0.2,23.2,0.2,71.76,Rain
"London, England, United Kingdom",2014-02-27,10.6,4.3,7.8,,2.41,,0.2,23.3,0.3,72.9,Rain
"London, England, United Kingdom",2014-02-28,7.8,3.6,5.6,,5.61,,0.1,19.3,0.5,84.14,Rain
